SchoolId,SchoolName,ShortName,SchoolIdentifiers,IdentificationSystems,AddressStreet,City,State,Zip,Latitude,Longitude,SchoolOperationalStatus,GradesOffered,GradeLevelsApproved,ChildNutritionPrograms,AltSchoolFocusType,NationalSchoolLunchStatus,VirtualSchoolStatus,StrictDisciplineAcademy,StudentAccessToRecess,WebsiteURL
4840,Petoskey Elementary,Petoskey Elem,4840,OrganizationIdentificationSystem_SEA,1500 Hill St,Petoskey,StateAbbreviation_MI,49770,45.3733,-84.9553,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,https://petoskey.k12.mi.us
4841,Mackinaw City School,Mackinaw City,4841,OrganizationIdentificationSystem_SEA,609 W Central Ave,Mackinaw City,StateAbbreviation_MI,49701,45.7847,-84.7278,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05,GradeLevel_06,GradeLevel_07,GradeLevel_08","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05,GradeLevel_06,GradeLevel_07,GradeLevel_08",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,https://mackinawcity.k12.mi.us
4842,Battle Creek STEM Academy,BC STEM,4842,OrganizationIdentificationSystem_SEA,225 Capital Ave NE,Battle Creek,StateAbbreviation_MI,49017,42.3228,-85.1770,SchoolOperationalStatus_Open,"GradeLevel_06,GradeLevel_07,GradeLevel_08","GradeLevel_06,GradeLevel_07,GradeLevel_08",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,https://bcstem.bcps.org
4843,Lansing Eastern HS,Lansing East,4843,OrganizationIdentificationSystem_SEA,220 N Pennsylvania Ave,Lansing,StateAbbreviation_MI,48912,42.7330,-84.5400,SchoolOperationalStatus_Open,"GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","ChildNutritionPrograms_NSLP,ChildNutritionPrograms_SBP",NationalSchoolLunchProgramStatus_ProvisionTwo,,,StudentAccessToRecess_2,https://lansingeastern.lansing.k12.mi.us
4844,Saginaw Arts & Sciences,Saginaw A&S,4844,OrganizationIdentificationSystem_SEA,2250 Hess Ave,Saginaw,StateAbbreviation_MI,48601,43.4195,-83.9508,SchoolOperationalStatus_Open,"GradeLevel_06,GradeLevel_07,GradeLevel_08,GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_06,GradeLevel_07,GradeLevel_08,GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,https://artsandsciences.spsd.net
4845,Muskegon Oakview Elementary,Muskegon Oak,4845,OrganizationIdentificationSystem_SEA,955 West Dale Ave,Muskegon,StateAbbreviation_MI,49441,43.2153,-86.2630,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,
4846,Holland Christian Elementary,Holland Chr,4846,OrganizationIdentificationSystem_SEA,956 Ottawa Ave,Holland,StateAbbreviation_MI,49423,42.7865,-86.1062,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05",,,,,StudentAccessToRecess_1,https://hollandchristian.org
4847,Midland Dow HS,Dow HS,4847,OrganizationIdentificationSystem_SEA,3901 N Saginaw Rd,Midland,StateAbbreviation_MI,48640,43.6555,-84.2480,SchoolOperationalStatus_Open,"GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","ChildNutritionPrograms_NSLP,ChildNutritionPrograms_SBP",,,,StudentAccessToRecess_2,https://dowhs.midlandps.org
4848,Lakeview Elementary,Lakeview Elem,4848,OrganizationIdentificationSystem_SEA,100 Lakeview Blvd,Mount Clemens,StateAbbreviation_MI,48043,42.5973,-82.8789,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,
4849,Copper Country ISD Virtual,CC Virtual,4849,OrganizationIdentificationSystem_SEA,809 Hecla St,Hancock,StateAbbreviation_MI,49930,47.1270,-88.5809,SchoolOperationalStatus_Open,"GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12",,,,VirtualSchoolStatus_FullTimeVirtual,,https://ccvirtual.coppercountryisd.org
4850,Jackson Prep Academy,Jackson Prep,4850,OrganizationIdentificationSystem_SEA,500 Wildwood Ave,Jackson,StateAbbreviation_MI,49201,42.2459,-84.4013,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,https://jacksonprep.jpsk12.org
4851,Closed Rural School,Closed Rural,4851,OrganizationIdentificationSystem_SEA,1 Rural Rd,Ontonagon,StateAbbreviation_MI,49953,46.8703,-89.3148,SchoolOperationalStatus_Closed,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05,GradeLevel_06,GradeLevel_07,GradeLevel_08","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05,GradeLevel_06,GradeLevel_07,GradeLevel_08",,,,,StudentAccessToRecess_1,
4852,Traverse City Central HS,TC Central,4852,OrganizationIdentificationSystem_SEA,1150 Milliken Dr,Traverse City,StateAbbreviation_MI,49686,44.7427,-85.6172,SchoolOperationalStatus_Open,"GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","ChildNutritionPrograms_NSLP,ChildNutritionPrograms_SBP",,,,StudentAccessToRecess_2,https://tccentral.tcaps.net
4853,Northport Public School,Northport PS,4853,OrganizationIdentificationSystem_SEA,104 Wing St,Northport,StateAbbreviation_MI,49670,45.1267,-85.6250,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,
4854,Cadillac Junior HS,Cadillac JH,4854,OrganizationIdentificationSystem_SEA,400 Linden St,Cadillac,StateAbbreviation_MI,49601,44.2519,-85.4019,SchoolOperationalStatus_Open,"GradeLevel_06,GradeLevel_07,GradeLevel_08","GradeLevel_06,GradeLevel_07,GradeLevel_08",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,https://cadillacjh.cadillac.k12.mi.us
4855,Bay Mills Community School,Bay Mills,4855,OrganizationIdentificationSystem_SEA,12090 W Lakeshore Dr,Brimley,StateAbbreviation_MI,49715,46.4172,-84.5692,SchoolOperationalStatus_Open,"GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05,GradeLevel_06,GradeLevel_07,GradeLevel_08,GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_KG,GradeLevel_01,GradeLevel_02,GradeLevel_03,GradeLevel_04,GradeLevel_05,GradeLevel_06,GradeLevel_07,GradeLevel_08,GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","ChildNutritionPrograms_NSLP,ChildNutritionPrograms_SBP",,,,StudentAccessToRecess_1,https://baymills.org
4856,Niles Community Schools - Ring Lardner MS,Ring Lardner,4856,OrganizationIdentificationSystem_SEA,111 N 17th St,Niles,StateAbbreviation_MI,49120,41.8310,-86.2550,SchoolOperationalStatus_Open,"GradeLevel_06,GradeLevel_07,GradeLevel_08","GradeLevel_06,GradeLevel_07,GradeLevel_08",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_1,https://ringlardner.nilesschools.org
4857,South Haven HS,South Haven,4857,OrganizationIdentificationSystem_SEA,600 Eagle St,South Haven,StateAbbreviation_MI,49090,42.4039,-86.2724,SchoolOperationalStatus_Open,"GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12",ChildNutritionPrograms_NSLP,,,,StudentAccessToRecess_2,https://shhs.southhavenschools.org
4858,Ionia Alternative Education,Ionia Alt Ed,4858,OrganizationIdentificationSystem_SEA,250 E Tuttle Rd,Ionia,StateAbbreviation_MI,48846,42.9870,-85.0714,SchoolOperationalStatus_Open,"GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12",,AlternativeSchoolFocusType_AtRisk,,,StudentAccessToRecess_2,
4859,Owosso Virtual Academy,Owosso VA,4859,OrganizationIdentificationSystem_SEA,765 E North St,Owosso,StateAbbreviation_MI,48867,42.9996,-84.1762,SchoolOperationalStatus_Open,"GradeLevel_06,GradeLevel_07,GradeLevel_08,GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12","GradeLevel_06,GradeLevel_07,GradeLevel_08,GradeLevel_09,GradeLevel_10,GradeLevel_11,GradeLevel_12",,,,VirtualSchoolStatus_FullTimeVirtual,,https://owossovirtual.owosso.k12.mi.us
